src1_x,src1_y,src1_z,src2_x,src2_y,src2_z,rlt_x,rlt_y,rlt_z
-2.53258,-0.0842718,-0.105886,-2.29974,-0.0974372,-0.125999,-2.33414,-0.0935005,-0.126088
-2.63944,-0.04799,-0.0557774,-2.29826,-0.103756,-0.135811,-2.3388,-0.0987824,-0.134298
-2.60915,-0.0773262,-0.105632,-2.29653,-0.109297,-0.145177,-2.3425,-0.103783,-0.142902
-2.60841,-0.110616,-0.0826995,-2.29521,-0.113389,-0.152603,-2.34653,-0.10793,-0.148976
-2.61379,-0.136314,-0.131961,-2.29427,-0.115968,-0.156311,-2.35096,-0.111026,-0.15227
-2.58019,-0.130318,-0.194923,-2.2929,-0.117802,-0.15806,-2.3542,-0.113209,-0.154837
-2.57834,-0.110621,-0.149152,-2.29192,-0.119561,-0.161459,-2.35772,-0.114881,-0.158055
-2.5261,-0.13512,-0.216124,-2.29092,-0.121736,-0.167927,-2.36011,-0.117417,-0.165554
-2.56854,-0.121037,-0.240541,-2.2892,-0.124401,-0.176642,-2.3626,-0.120101,-0.175595
-2.65619,-0.0973415,-0.190358,-2.28717,-0.127087,-0.189171,-2.36647,-0.122278,-0.188168
-2.69015,-0.0905594,-0.138019,-2.28585,-0.129581,-0.205215,-2.37165,-0.124088,-0.202889
-2.80025,-0.088137,0.0221889,-2.28574,-0.132341,-0.221483,-2.38011,-0.126074,-0.21433
-2.69026,-0.101485,-0.0938857,-2.28664,-0.134868,-0.236111,-2.38721,-0.128058,-0.226256
-2.73246,-0.129036,-0.298823,-2.28724,-0.136573,-0.246328,-2.3947,-0.129749,-0.23772
-2.6735,-0.0950283,-0.296283,-2.28691,-0.136096,-0.249504,-2.39995,-0.128587,-0.242004
-2.65977,-0.0930858,-0.332784,-2.28617,-0.134606,-0.253405,-2.40442,-0.126417,-0.247642
-2.70792,-0.132681,-0.336532,-2.28508,-0.133734,-0.262642,-2.40942,-0.125687,-0.258472
-2.76077,-0.112146,-0.221993,-2.28449,-0.133703,-0.279368,-2.41587,-0.125386,-0.274134
-2.79737,-0.114148,-0.147883,-2.28463,-0.135004,-0.303252,-2.42363,-0.126437,-0.295016
-2.82798,-0.20561,-0.197233,-2.28554,-0.136337,-0.329193,-2.43262,-0.129327,-0.318482
-2.91874,-0.111368,-0.267731,-2.28667,-0.137202,-0.349211,-2.44345,-0.129815,-0.337084
-2.87909,-0.0722626,-0.291144,-2.28747,-0.137288,-0.360685,-2.45295,-0.128748,-0.347411
-2.84797,-0.0830767,-0.348352,-2.28759,-0.137194,-0.367451,-2.46096,-0.127742,-0.35406
-2.88789,-0.104053,-0.380085,-2.28713,-0.136769,-0.373482,-2.46904,-0.126853,-0.360491
-2.98532,-0.160987,-0.282462,-2.28651,-0.13757,-0.373866,-2.47877,-0.12832,-0.359307
-2.84102,-0.195,-0.40843,-2.28627,-0.139862,-0.376765,-2.48577,-0.131899,-0.36313
-2.8397,-0.227079,-0.362128,-2.28489,-0.143836,-0.38171,-2.49151,-0.137698,-0.367956
-2.91364,-0.26316,-0.324517,-2.28241,-0.148749,-0.387783,-2.49752,-0.145022,-0.373039
-3.05309,-0.0602079,-0.138631,-2.28111,-0.154375,-0.395167,-2.50736,-0.148839,-0.375587
-2.91976,-0.188169,-0.266958,-2.28052,-0.159021,-0.403456,-2.51502,-0.154179,-0.381538
-2.89786,-0.209548,-0.473267,-2.28034,-0.161909,-0.411798,-2.5225,-0.158117,-0.391548
-2.93977,-0.131239,-0.434124,-2.28027,-0.163253,-0.420375,-2.53078,-0.158896,-0.400805
-2.9373,-0.107355,-0.430514,-2.28019,-0.163883,-0.42924,-2.53883,-0.158482,-0.410086
-2.94637,-0.105243,-0.452442,-2.28015,-0.163916,-0.438967,-2.54694,-0.15745,-0.420466
-2.94427,-0.121792,-0.458293,-2.28057,-0.163417,-0.45238,-2.5553,-0.156248,-0.434367
-3.02376,-0.154357,-0.444782,-2.28137,-0.162492,-0.468084,-2.56545,-0.155304,-0.449965
-3.05084,-0.112107,-0.35943,-2.28262,-0.159489,-0.474263,-2.57638,-0.151497,-0.454211
-3.03966,-0.20573,-0.41213,-2.28452,-0.1567,-0.481647,-2.58752,-0.149848,-0.460605
-3.04531,-0.27865,-0.379526,-2.28704,-0.15325,-0.488605,-2.59914,-0.149043,-0.465802
-3.05699,-0.232252,-0.508061,-2.28994,-0.150162,-0.497927,-2.61114,-0.147681,-0.475783
-3.04429,-0.147381,-0.509428,-2.29318,-0.147074,-0.50692,-2.62298,-0.144649,-0.485269
-3.07762,-0.160276,-0.590506,-2.2958,-0.14453,-0.515379,-2.63464,-0.142468,-0.495664
-3.04027,-0.116376,-0.598317,-2.29827,-0.1419,-0.525288,-2.64517,-0.139369,-0.507427
-3.02231,0.0371579,-0.630901,-2.30039,-0.137694,-0.535483,-2.65479,-0.131716,-0.519888
-3.01989,-0.018765,-0.560367,-2.30142,-0.1319,-0.544081,-2.6631,-0.12378,-0.529124
3.05295,-0.116558,-0.380326,-2.30275,-0.126916,-0.554448,-2.55009,-0.118751,-0.536307
-3.1355,-0.187116,-0.462737,-2.30442,-0.124318,-0.568234,-2.56343,-0.117572,-0.548346
-3.06686,-0.131646,-0.579847,-2.30513,-0.124011,-0.581743,-2.57419,-0.117553,-0.562215
-3.11292,-0.0644561,-0.669542,-2.30371,-0.125248,-0.595252,-2.58358,-0.117703,-0.5776
3.12935,-0.0587486,-0.664456,-2.30164,-0.126102,-0.607429,-2.46729,-0.117361,-0.591271
-3.13614,-0.0132521,-0.696834,-2.29974,-0.125486,-0.619319,-2.47881,-0.114675,-0.605034
-3.13614,-0.0132521,-0.696834,-2.29785,-0.124869,-0.631209,-2.4901,-0.112042,-0.618522
3.10895,-0.065339,-0.696673,-2.29642,-0.122463,-0.644494,-2.37672,-0.10875,-0.633105
3.04453,-0.137701,-0.636118,-2.29462,-0.119194,-0.657119,-2.26653,-0.106126,-0.645537
2.97127,-0.160956,-0.423482,-2.29332,-0.116852,-0.667059,-2.1605,-0.104927,-0.650838
2.88513,-0.203208,-0.398562,-2.29323,-0.116353,-0.673537,-2.0595,-0.106403,-0.652141
3.09444,-0.197455,-0.741602,-2.29384,-0.116877,-0.681731,-1.95702,-0.108738,-0.66196
3.06484,-0.0988725,-0.735094,-2.29467,-0.11739,-0.692448,-1.85739,-0.109043,-0.673926
3.03757,-0.180396,-0.716149,-2.29564,-0.117732,-0.704647,-1.76045,-0.110805,-0.686725
2.97006,-0.171425,-0.705704,-2.29677,-0.117968,-0.717091,-1.66694,-0.112249,-0.699299
3.00517,-0.118351,-0.696187,-2.29784,-0.118065,-0.728853,-1.57455,-0.112466,-0.710764
2.9941,-0.0973876,-0.693246,-2.29795,-0.118461,-0.739198,-1.48328,-0.112553,-0.720552
2.95868,-0.0791564,-0.723093,-2.29721,-0.118963,-0.747689,-1.39372,-0.112377,-0.728924
3.02418,-0.130337,-0.744241,-2.29563,-0.118794,-0.75388,-1.30381,-0.112571,-0.735298
2.96855,-0.193735,-0.748074,-2.29363,-0.118316,-0.760209,-1.2164,-0.113725,-0.741756
2.93908,-0.232933,-0.743146,-2.29185,-0.118201,-0.768051,-1.13155,-0.115996,-0.749468
2.92847,-0.25516,-0.665282,-2.28994,-0.118319,-0.776915,-1.04848,-0.118896,-0.756472
2.83152,-0.239613,-0.64892,-2.28791,-0.118683,-0.78317,-0.968889,-0.121667,-0.76045
2.98296,-0.2123,-0.846004,-2.28602,-0.117992,-0.790053,-0.888006,-0.122802,-0.768907
2.90933,-0.127724,-0.834282,-2.2851,-0.11565,-0.79668,-0.811152,-0.120605,-0.776709
3.02266,-0.155666,-0.916161,-2.28379,-0.111955,-0.802679,-0.733193,-0.117686,-0.785377
2.94361,-0.103134,-0.796806,-2.2833,-0.107738,-0.810063,-0.659178,-0.113262,-0.792841
2.84047,-0.093646,-0.736396,-2.28364,-0.103649,-0.818949,-0.589521,-0.108862,-0.80042
2.90116,-0.0849496,-0.741345,-2.28412,-0.10086,-0.828495,-0.520178,-0.10565,-0.808594
2.87363,-0.0825481,-0.768264,-2.28486,-0.0994337,-0.838925,-0.453024,-0.103791,-0.818009
2.88694,-0.0731713,-0.79867,-2.28503,-0.0993287,-0.850612,-0.386393,-0.103076,-0.829076
2.86796,-0.0471857,-0.798365,-2.28461,-0.100065,-0.864888,-0.32089,-0.10268,-0.842452
2.81426,-0.0134851,-0.769245,-2.28421,-0.101579,-0.882147,-0.257802,-0.10238,-0.857902
2.82213,-0.00882707,-0.793398,-2.28438,-0.103264,-0.901632,-0.196361,-0.102159,-0.875707
2.86636,-0.0468409,-0.829804,-2.28568,-0.104086,-0.921618,-0.136382,-0.101858,-0.894375
2.70717,-0.0701571,-0.770172,-2.28687,-0.105429,-0.939004,-0.0806816,-0.102541,-0.90893
2.74872,-0.0910333,-0.78659,-2.28849,-0.108573,-0.95638,-0.0256817,-0.105392,-0.923511
2.6964,-0.136541,-0.713181,-2.28996,-0.116628,-0.97611,0.0273178,-0.113909,-0.93864
2.63465,-0.158121,-0.734002,-2.29119,-0.130052,-0.999345,0.0782626,-0.127949,-0.957317
2.66789,-0.127745,-0.833926,-2.29177,-0.147311,-1.02441,0.12949,-0.144858,-0.979415
2.71998,-0.0809022,-1.01121,-2.29184,-0.165337,-1.05048,0.181226,-0.161244,-1.0056
2.77251,-0.0863852,-1.18891,-2.29229,-0.18088,-1.07704,0.232611,-0.17498,-1.03529
2.82132,-0.140242,-1.29846,-2.29389,-0.191716,-1.10471,0.282818,-0.184904,-1.06767
2.5614,-0.259125,-1.18401,-2.29399,-0.194966,-1.13654,0.328295,-0.189574,-1.10119
2.58328,-0.168339,-1.28493,-2.29201,-0.19859,-1.16765,0.375335,-0.1927,-1.13536
2.58328,-0.168339,-1.28493,-2.29003,-0.202213,-1.19877,0.421434,-0.195764,-1.16885
2.58328,-0.168339,-1.28493,-2.28805,-0.205836,-1.22989,0.466611,-0.198766,-1.20166
2.58328,-0.168339,-1.28493,-2.28607,-0.20946,-1.26101,0.510885,-0.201708,-1.23382
2.55995,-0.187548,-1.40214,-2.28478,-0.212966,-1.29303,0.553128,-0.204861,-1.26857
2.41769,-0.239092,-1.34781,-2.28379,-0.216813,-1.32918,0.591389,-0.209316,-1.30558
2.41769,-0.239092,-1.34781,-2.2828,-0.22066,-1.36532,0.628884,-0.213681,-1.34185
2.41769,-0.239092,-1.34781,-2.28181,-0.224507,-1.40147,0.66563,-0.21796,-1.37739
2.45355,-0.23392,-1.3696,-2.27958,-0.228897,-1.43704,0.703579,-0.222582,-1.41209
2.50444,-0.194733,-1.45845,-2.27619,-0.232936,-1.47135,0.742915,-0.225983,-1.44665
2.49983,-0.182473,-1.55626,-2.27247,-0.235857,-1.50493,0.781695,-0.227974,-1.48175
-2.95149,-0.20661,-1.6294,-2.26871,-0.23719,-1.53898,0.710716,-0.228854,-1.51807
-2.99716,-0.267293,-1.6566,-2.26437,-0.236701,-1.57419,0.640816,-0.229144,-1.55534
-3.03858,-0.290705,-1.65613,-2.25894,-0.234412,-1.61154,0.572551,-0.228132,-1.59396
3.10999,-0.274739,-1.60344,-2.25156,-0.231058,-1.65032,0.630533,-0.225777,-1.63216
3.00729,-0.195231,-1.6038,-2.24167,-0.227427,-1.68815,0.687755,-0.221608,-1.66867
2.96357,-0.136012,-1.62601,-2.2306,-0.223647,-1.7246,0.744127,-0.216191,-1.70353
2.99835,-0.141969,-1.63368,-2.21977,-0.219973,-1.76004,0.799817,-0.211106,-1.73687
2.95287,-0.153594,-1.67531,-2.20973,-0.216811,-1.79433,0.852721,-0.206857,-1.76924
2.97436,-0.183926,-1.70481,-2.20061,-0.214053,-1.82725,0.904089,-0.203696,-1.80021
2.85988,-0.2307,-1.72268,-2.19204,-0.211285,-1.85834,0.951607,-0.201523,-1.82913
2.86784,-0.239224,-1.7645,-2.18392,-0.208421,-1.8873,0.997885,-0.19947,-1.85622
2.86922,-0.230403,-1.80556,-2.17613,-0.206196,-1.91275,1.04295,-0.197909,-1.88015
2.98424,-0.250401,-1.86487,-2.16983,-0.205015,-1.93529,1.08795,-0.197801,-1.90193
2.92034,-0.288367,-1.88956,-2.16585,-0.205134,-1.95668,1.1285,-0.199729,-1.92264
2.89785,-0.34195,-1.91641,-2.16402,-0.20636,-1.97816,1.16568,-0.203775,-1.94357
2.93981,-0.326785,-1.93039,-2.16343,-0.208013,-2.00067,1.20173,-0.207855,-1.96537
2.76876,-0.310421,-1.92898,-2.16326,-0.210103,-2.02347,1.23324,-0.211954,-1.98699
2.7422,-0.297422,-1.92312,-2.16274,-0.212309,-2.04477,1.26393,-0.215826,-2.00658
2.83489,-0.271169,-1.97866,-2.16245,-0.214239,-2.06221,1.29564,-0.218824,-2.02311
2.90235,-0.28144,-2.02362,-2.16291,-0.21603,-2.07709,1.32732,-0.221831,-2.03771
2.83668,-0.300243,-2.0794,-2.16435,-0.217565,-2.09041,1.3561,-0.224904,-2.05159
2.87441,-0.299196,-2.12447,-2.16681,-0.218973,-2.1032,1.38405,-0.22777,-2.06559
2.88705,-0.353371,-2.12784,-2.16897,-0.220253,-2.11623,1.41199,-0.231536,-2.0796
2.84094,-0.326689,-2.1336,-2.17052,-0.221426,-2.13009,1.43906,-0.234589,-2.09427
2.8807,-0.250368,-2.1547,-2.17173,-0.222312,-2.14388,1.4667,-0.235772,-2.10898
2.86559,-0.229576,-2.16241,-2.17318,-0.22276,-2.15777,1.49326,-0.236088,-2.12367
2.84312,-0.26369,-2.15471,-2.17472,-0.222613,-2.17115,1.51875,-0.236495,-2.1374
2.82671,-0.286062,-2.14668,-2.17638,-0.221996,-2.18341,1.54328,-0.236883,-2.14959
2.6674,-0.296467,-2.12782,-2.17838,-0.221284,-2.19398,1.56381,-0.237376,-2.15953
2.74593,-0.281438,-2.13516,-2.18076,-0.220721,-2.20275,1.58511,-0.237706,-2.16763
2.75493,-0.227354,-2.16517,-2.18455,-0.221671,-2.21105,1.6048,-0.238429,-2.17572
2.75493,-0.227354,-2.16517,-2.18833,-0.22262,-2.21935,1.62409,-0.239139,-2.18364
2.80861,-0.230833,-2.16648,-2.19201,-0.22406,-2.22848,1.64418,-0.240383,-2.19224
2.80861,-0.230833,-2.16648,-2.19568,-0.2255,-2.23761,1.66387,-0.241603,-2.20068
2.70096,-0.250218,-2.17141,-2.19912,-0.227419,-2.24749,1.68124,-0.243656,-2.20977
2.78354,-0.265981,-2.19466,-2.20186,-0.229881,-2.25828,1.7006,-0.246516,-2.22005
2.77499,-0.281635,-2.23081,-2.20364,-0.233099,-2.2703,1.72034,-0.250372,-2.23204
2.66583,-0.279216,-2.25327,-2.20455,-0.236616,-2.28289,1.73836,-0.254395,-2.2448
2.81512,-0.189679,-2.29229,-2.20541,-0.240176,-2.29512,1.75905,-0.256589,-2.25774
2.78341,-0.178943,-2.27431,-2.20663,-0.243224,-2.30521,1.77835,-0.258024,-2.26796
2.74309,-0.192776,-2.25385,-2.20818,-0.24542,-2.31246,1.79613,-0.258871,-2.27478
2.82169,-0.185615,-2.28497,-2.20999,-0.246998,-2.31754,1.81486,-0.258952,-2.27996
2.79879,-0.196132,-2.30732,-2.21168,-0.248096,-2.3224,1.83288,-0.258772,-2.28527
2.81555,-0.170147,-2.33692,-2.21333,-0.249248,-2.3288,1.85092,-0.258129,-2.29258
2.81699,-0.194492,-2.32819,-2.21485,-0.25105,-2.33684,1.86875,-0.258622,-2.30116
2.72442,-0.22145,-2.34158,-2.21562,-0.253853,-2.34421,1.88511,-0.260626,-2.3092
2.72837,-0.256315,-2.37565,-2.21626,-0.257072,-2.35101,1.90135,-0.263694,-2.31719
2.73071,-0.268956,-2.37162,-2.21728,-0.259854,-2.35793,1.91693,-0.266525,-2.32506
2.81867,-0.231428,-2.36138,-2.2181,-0.262103,-2.36393,1.93416,-0.268027,-2.33167
2.78746,-0.176148,-2.35983,-2.21899,-0.263926,-2.36976,1.95036,-0.267976,-2.33794
2.65349,-0.184213,-2.34191,-2.21993,-0.265387,-2.37603,1.9635,-0.267733,-2.34416
2.62823,-0.208059,-2.33017,-2.22054,-0.266677,-2.38231,1.9762,-0.267804,-2.35004
2.61633,-0.222596,-2.32924,-2.22104,-0.26784,-2.38779,1.98851,-0.268039,-2.355
2.68635,-0.212194,-2.3528,-2.22138,-0.269066,-2.39125,2.00213,-0.268124,-2.35835
2.71411,-0.191483,-2.38679,-2.22222,-0.270474,-2.39221,2.01555,-0.267971,-2.35986
2.69393,-0.182225,-2.39724,-2.22422,-0.271647,-2.39188,2.02716,-0.267406,-2.36028
2.77022,-0.19409,-2.40005,-2.22707,-0.27281,-2.39076,2.03922,-0.267079,-2.35997
2.74693,-0.210777,-2.37647,-2.23043,-0.273845,-2.38959,2.05009,-0.266967,-2.35915
2.62195,-0.208798,-2.33799,-2.23372,-0.274954,-2.38857,2.0583,-0.26689,-2.35773
2.70802,-0.208534,-2.32107,-2.23656,-0.276181,-2.38763,2.06851,-0.266925,-2.35608
2.65119,-0.190789,-2.32304,-2.23874,-0.277269,-2.38638,2.07802,-0.266469,-2.3542
2.61404,-0.169728,-2.34854,-2.24054,-0.27808,-2.38493,2.08699,-0.265329,-2.35266
2.74844,-0.17547,-2.35161,-2.2424,-0.27839,-2.38356,2.09839,-0.263836,-2.3513
2.68784,-0.183933,-2.33423,-2.24431,-0.278328,-2.38213,2.10831,-0.262177,-2.34955
2.57911,-0.194361,-2.31209,-2.24604,-0.27817,-2.38059,2.11603,-0.260666,-2.3473
2.70649,-0.204302,-2.30711,-2.24731,-0.278107,-2.37907,2.1266,-0.259477,-2.34501
2.58945,-0.196688,-2.31425,-2.24797,-0.278343,-2.37751,2.13521,-0.258453,-2.34286
2.74994,-0.183691,-2.3297,-2.24837,-0.278867,-2.37602,2.1471,-0.25747,-2.34113
2.67063,-0.203547,-2.34704,-2.24867,-0.27939,-2.3752,2.15728,-0.256905,-2.34045
2.85117,-0.188032,-2.35158,-2.24848,-0.279775,-2.37615,2.17134,-0.255905,-2.3416
2.70219,-0.187148,-2.33032,-2.2483,-0.280267,-2.37879,2.18214,-0.255011,-2.34397
2.55991,-0.190009,-2.30666,-2.24779,-0.281216,-2.38132,2.19019,-0.254642,-2.3457
2.6097,-0.189136,-2.30488,-2.24703,-0.282507,-2.38277,2.19933,-0.254596,-2.3463
2.60182,-0.184535,-2.32041,-2.24677,-0.283659,-2.38184,2.20763,-0.254324,-2.34488
2.64135,-0.193921,-2.31892,-2.2468,-0.284736,-2.37942,2.21628,-0.254172,-2.34198
2.64135,-0.193921,-2.31892,-2.24682,-0.285814,-2.37699,2.22476,-0.254023,-2.33914
2.66949,-0.178323,-2.33236,-2.2473,-0.286784,-2.37345,2.23319,-0.25346,-2.33554
2.76551,-0.162159,-2.3426,-2.24805,-0.287691,-2.36887,2.2431,-0.252523,-2.33119
2.7094,-0.160575,-2.34892,-2.24903,-0.288598,-2.36353,2.25147,-0.251573,-2.32631
2.6724,-0.161297,-2.33221,-2.25021,-0.289452,-2.35754,2.25872,-0.250604,-2.32056
2.73816,-0.171284,-2.31131,-2.25142,-0.290466,-2.3507,2.26713,-0.250011,-2.31367
2.65341,-0.188653,-2.28527,-2.2525,-0.291607,-2.34297,2.27379,-0.249902,-2.30553
2.53312,-0.197524,-2.26704,-2.25336,-0.292716,-2.33401,2.27814,-0.249942,-2.29598
2.66064,-0.182226,-2.26166,-2.25398,-0.293719,-2.32345,2.28518,-0.24957,-2.28494
2.6918,-0.167829,-2.25977,-2.25468,-0.294445,-2.31093,2.29263,-0.248647,-2.27217
2.69928,-0.170484,-2.25064,-2.25556,-0.294713,-2.29656,2.2999,-0.247346,-2.25766
2.77044,-0.186297,-2.24812,-2.25647,-0.294522,-2.28086,2.30841,-0.245939,-2.24208
2.72904,-0.193551,-2.2331,-2.25727,-0.29397,-2.26401,2.31604,-0.244349,-2.22539
2.69417,-0.183436,-2.22348,-2.25802,-0.293279,-2.24678,2.32287,-0.242454,-2.20846
2.70322,-0.174216,-2.22404,-2.2588,-0.292503,-2.22938,2.32972,-0.240329,-2.19172
2.77714,-0.164789,-2.20108,-2.25968,-0.29178,-2.21132,2.3378,-0.23811,-2.17421
2.7869,-0.175631,-2.17156,-2.26056,-0.291238,-2.19229,2.34592,-0.236329,-2.15551
2.64711,-0.183112,-2.13108,-2.2612,-0.290984,-2.17159,2.35132,-0.235015,-2.13473
2.78412,-0.177353,-2.10428,-2.2617,-0.2909,-2.1494,2.35948,-0.23378,-2.11238
2.55435,-0.214366,-2.03484,-2.26191,-0.291775,-2.1261,2.36318,-0.234249,-2.08799
2.77227,-0.194789,-2.04743,-2.26174,-0.293811,-2.10151,2.37153,-0.235455,-2.06308
2.83451,-0.155229,-2.0548,-2.26151,-0.29638,-2.07618,2.381,-0.236368,-2.03809
3.0083,-0.112909,-2.07635,-2.26137,-0.299301,-2.0496,2.39369,-0.236761,-2.01281
3.1241,-0.0823115,-2.12272,-2.26184,-0.30253,-2.02227,2.40784,-0.236837,-1.98822
-3.00376,-0.118982,-2.18288,-2.26354,-0.305898,-1.99573,2.29794,-0.23778,-1.96611
-3.13068,-0.165231,-2.10613,-2.26673,-0.308946,-1.96928,2.18624,-0.239316,-1.94299
3.112,-0.184396,-2.04255,-2.2713,-0.311451,-1.94207,2.20028,-0.240673,-1.91831
2.99239,-0.169714,-1.95159,-2.27634,-0.312677,-1.91509,2.21118,-0.240455,-1.89253
2.94496,-0.140703,-1.86289,-2.28075,-0.312125,-1.88693,2.22153,-0.237919,-1.86435
2.81707,-0.112112,-1.78536,-2.28379,-0.309335,-1.85663,2.23047,-0.232669,-1.83307
2.82103,-0.0715417,-1.71224,-2.28463,-0.305374,-1.82381,2.24145,-0.225565,-1.79849
3.03317,-0.0442427,-1.72377,-2.28363,-0.301072,-1.78855,2.25827,-0.217722,-1.76244
3.12648,-0.0637767,-1.74663,-2.28224,-0.297121,-1.75264,2.277,-0.210771,-1.72694
-3.02762,-0.128943,-1.76833,-2.28198,-0.293788,-1.71641,2.17116,-0.205869,-1.69226
-2.94092,-0.160129,-1.77169,-2.28366,-0.290765,-1.68017,2.06727,-0.201991,-1.65834
-3.00561,-0.138162,-1.72678,-2.28721,-0.287645,-1.64533,1.96234,-0.197657,-1.62556
3.13539,-0.123033,-1.62881,-2.29173,-0.284482,-1.61333,1.98136,-0.193065,-1.59426
3.03344,-0.136921,-1.52844,-2.29558,-0.281693,-1.58376,1.99863,-0.189209,-1.56397
3.11344,-0.154728,-1.41847,-2.29566,-0.280533,-1.55462,2.02085,-0.187382,-1.5325
3.11344,-0.154728,-1.41847,-2.29573,-0.279374,-1.52547,2.04263,-0.185593,-1.50166
-3.04445,-0.123663,-1.44658,-2.29481,-0.27864,-1.49452,1.9418,-0.183635,-1.47022
-2.93794,-0.1213,-1.45625,-2.29343,-0.277683,-1.46136,1.84555,-0.181451,-1.43744
-2.86074,-0.0985114,-1.48165,-2.29182,-0.275927,-1.42612,1.75301,-0.178071,-1.40379
-2.86395,-0.0782651,-1.47958,-2.29053,-0.273169,-1.3908,1.66193,-0.173372,-1.37069
-2.83015,-0.074086,-1.4311,-2.28986,-0.269645,-1.35718,1.57275,-0.167933,-1.33895
-2.85279,-0.122078,-1.37304,-2.28999,-0.265822,-1.32454,1.48411,-0.163269,-1.30765
-2.76436,-0.163392,-1.33381,-2.29093,-0.262031,-1.2924,1.39822,-0.159557,-1.27668
-2.85445,-0.191825,-1.28521,-2.29223,-0.258389,-1.26254,1.31189,-0.156633,-1.24759
-2.76628,-0.204172,-1.25434,-2.29252,-0.255057,-1.23373,1.23004,-0.154318,-1.21949
-2.7246,-0.212188,-1.22477,-2.29114,-0.251862,-1.20564,1.1523,-0.152345,-1.19206
-2.7815,-0.196416,-1.207,-2.28762,-0.248434,-1.17849,1.07707,-0.149866,-1.16575
-2.70675,-0.142711,-1.20937,-2.28192,-0.244568,-1.15185,1.00698,-0.145935,-1.14052
-2.77184,-0.0909377,-1.19599,-2.27467,-0.240628,-1.12506,0.938514,-0.140974,-1.11537
-2.68799,-0.105164,-1.16382,-2.26608,-0.237285,-1.09701,0.874397,-0.136981,-1.08886
-2.69164,-0.135843,-1.14329,-2.25717,-0.234602,-1.06945,0.811813,-0.134329,-1.06294
-2.64423,-0.144538,-1.09313,-2.2487,-0.232281,-1.04329,0.75099,-0.132259,-1.0379
-2.6744,-0.141226,-1.03225,-2.24118,-0.230014,-1.01763,0.689852,-0.130216,-1.01264
-2.7752,-0.120287,-0.967927,-2.23509,-0.227746,-0.990979,0.626521,-0.127795,-0.985631
-2.76135,-0.107538,-0.939795,-2.23104,-0.225681,-0.962644,0.562729,-0.125366,-0.956946
-2.76183,-0.12655,-0.899267,-2.22914,-0.223808,-0.933116,0.498105,-0.123554,-0.926855
-2.70202,-0.164807,-0.8703,-2.22826,-0.221892,-0.90263,0.434968,-0.122502,-0.895847
-2.64846,-0.194622,-0.836382,-2.22733,-0.22021,-0.870854,0.374207,-0.122296,-0.863518
-2.60664,-0.167253,-0.831314,-2.2261,-0.219114,-0.839761,0.315799,-0.122121,-0.832402
-2.66824,-0.139696,-0.830818,-2.22432,-0.218924,-0.809615,0.257861,-0.122286,-0.802828
-2.52872,-0.13191,-0.854831,-2.22195,-0.219437,-0.780631,0.204445,-0.122981,-0.775463
-2.53582,-0.138827,-0.845496,-2.21907,-0.220259,-0.753298,0.152468,-0.124104,-0.750077
-2.61493,-0.141783,-0.790761,-2.21556,-0.221698,-0.726859,0.100553,-0.125868,-0.724981
-2.61204,-0.137439,-0.738814,-2.21232,-0.22415,-0.700911,0.0494844,-0.128502,-0.699829
-2.60015,-0.142775,-0.677583,-2.20947,-0.227464,-0.673407,-0.000722326,-0.132036,-0.67243
-2.64909,-0.150386,-0.611325,-2.20744,-0.230886,-0.644497,-0.0516968,-0.135755,-0.642876
-2.65874,-0.175244,-0.576596,-2.20655,-0.233316,-0.615545,-0.102962,-0.138927,-0.613177
-2.55951,-0.213504,-0.601961,-2.20661,-0.234116,-0.586976,-0.152157,-0.141203,-0.584955
-2.44097,-0.260549,-0.621104,-2.20692,-0.232946,-0.55878,-0.198237,-0.142443,-0.558046
-2.3895,-0.28789,-0.671759,-2.20646,-0.229879,-0.530658,-0.241604,-0.142347,-0.532761
-2.27006,-0.304716,-0.6799,-2.204,-0.225258,-0.50309,-0.279763,-0.141065,-0.508688
-2.33728,-0.272762,-0.620721,-2.19844,-0.219699,-0.47679,-0.315465,-0.138251,-0.485154
-2.45356,-0.182122,-0.545189,-2.19058,-0.21415,-0.452291,-0.350524,-0.13369,-0.462345
-2.53073,-0.121414,-0.444411,-2.18227,-0.209006,-0.430646,-0.385986,-0.128404,-0.440775
-2.63833,-0.087476,-0.382842,-2.17428,-0.204235,-0.410791,-0.423205,-0.12291,-0.420158
-2.66942,-0.0995052,-0.289859,-2.16758,-0.20005,-0.391415,-0.461564,-0.118341,-0.398564
-2.68044,-0.12397,-0.268227,-2.16291,-0.196622,-0.37107,-0.50136,-0.115093,-0.376019
-2.64472,-0.155437,-0.274147,-2.15995,-0.193747,-0.348083,-0.541326,-0.113083,-0.351454
-2.58693,-0.177245,-0.260504,-2.15856,-0.190883,-0.322049,-0.580882,-0.111559,-0.324122
-2.53131,-0.194495,-0.276611,-2.15864,-0.187508,-0.293991,-0.619965,-0.10991,-0.295675
-2.42539,-0.193273,-0.298413,-2.15931,-0.182811,-0.264826,-0.656732,-0.106975,-0.267148
-2.37859,-0.196339,-0.278847,-2.16063,-0.175122,-0.236875,-0.692465,-0.101226,-0.23999
-2.3495,-0.206655,-0.256755,-2.16123,-0.165972,-0.210074,-0.726192,-0.0943687,-0.21406
-2.40693,-0.184142,-0.249794,-2.16041,-0.156695,-0.185372,-0.759004,-0.0870728,-0.190567
